,localtime,time,symbol,signal,bvol1,bid1,avol1,ask1,mid,direction,volume,exposure
16,09:30:47.862823920,09:30:47.000000000,sh600338,12.9574,13500,30.01,6700,30.06,30.035,,0.0,0.0
17,09:30:50.862814745,09:30:50.000000000,sh600338,18.0901,89900,30.0,2300,30.01,30.005,,0.0,0.0
18,09:30:53.862768234,09:30:53.000000000,sh600338,12.6904,70800,30.0,16200,30.01,30.005,,0.0,0.0
19,09:30:56.862286998,09:30:56.000000000,sh600338,21.9164,61700,30.0,1000,30.01,30.005,,0.0,0.0
20,09:30:59.863045850,09:30:59.000000000,sh600338,17.6993,1300,30.02,2500,30.06,30.04,,0.0,0.0
21,09:31:02.863011983,09:31:02.000000000,sh600338,18.7382,2900,30.02,1100,30.06,30.04,,0.0,0.0
22,09:31:05.863609193,09:31:05.000000000,sh600338,16.3246,100,30.06,100,30.09,30.075,,0.0,0.0
23,09:31:08.863309677,09:31:08.000000000,sh600338,21.976999999999997,300,30.03,200,30.09,30.06,,0.0,0.0
24,09:31:11.864449935,09:31:11.000000000,sh600338,23.3845,400,30.09,1600,30.1,30.095,,0.0,0.0
25,09:31:14.862786453,09:31:14.000000000,sh600338,24.0801,600,30.1,300,30.13,30.115,,0.0,0.0
26,09:31:17.863750846,09:31:17.000000000,sh600338,29.7102,10500,30.1,1700,30.12,30.11,,0.0,0.0
27,09:31:20.862754683,09:31:20.000000000,sh600338,32.5207,200,30.11,1400,30.12,30.115,,0.0,0.0
28,09:31:23.862722517,09:31:23.000000000,sh600338,34.6212,600,30.12,400,30.13,30.125,,0.0,0.0
29,09:31:26.863544596,09:31:26.000000000,sh600338,34.7763,800,30.13,600,30.14,30.135,,0.0,0.0
30,09:31:29.856038100,09:31:29.000000000,sh600338,31.5053,100,30.15,2600,30.2,30.175,,0.0,0.0
31,09:31:32.861494999,09:31:32.000000000,sh600338,28.099,17700,30.15,1800,30.18,30.165,,0.0,0.0
32,09:31:35.862547741,09:31:35.000000000,sh600338,32.3619,100,30.16,1000,30.18,30.17,,0.0,0.0
33,09:31:38.862154686,09:31:38.000000000,sh600338,33.1185,13600,30.19,300,30.2,30.195,,0.0,0.0
34,09:31:41.859478876,09:31:41.000000000,sh600338,38.3194,4200,30.21,6700,30.23,30.22,,0.0,0.0
35,09:31:44.861088448,09:31:44.000000000,sh600338,31.7407,7000,30.22,100,30.28,30.25,,0.0,0.0
36,09:31:47.860179120,09:31:47.000000000,sh600338,28.7603,500,30.24,1200,30.28,30.26,,0.0,0.0
37,09:31:50.860146764,09:31:50.000000000,sh600338,28.7001,1900,30.23,600,30.26,30.245,,0.0,0.0
38,09:31:53.861089418,09:31:53.000000000,sh600338,32.1926,300,30.27,3700,30.3,30.285,,0.0,0.0
39,09:31:56.861942127,09:31:56.000000000,sh600338,25.3369,200,30.28,4500,30.29,30.285,,0.0,0.0
40,09:31:59.859650313,09:31:59.000000000,sh600338,22.9508,500,30.27,14900,30.28,30.275,,0.0,0.0
41,09:32:02.860079351,09:32:02.000000000,sh600338,21.3175,2700,30.23,17300,30.25,30.24,,0.0,0.0
42,09:32:05.860560578,09:32:05.000000000,sh600338,16.7842,11000,30.21,20200,30.22,30.215,,0.0,0.0
43,09:32:08.862819045,09:32:08.000000000,sh600338,13.0751,200,30.19,14300,30.2,30.195,,0.0,0.0
44,09:32:11.861982590,09:32:11.000000000,sh600338,15.9857,6100,30.13,11400,30.14,30.135,,0.0,0.0
45,09:32:14.862984312,09:32:14.000000000,sh600338,12.449000000000002,1900,30.1,700,30.11,30.105,,0.0,0.0
46,09:32:17.868658051,09:32:17.000000000,sh600338,7.47048,2000,30.08,12900,30.09,30.085,,0.0,0.0
47,09:32:20.860623166,09:32:20.000000000,sh600338,15.2277,5800,30.05,3500,30.06,30.055,,0.0,0.0
48,09:32:23.869818197,09:32:23.000000000,sh600338,13.8101,9800,30.03,5900,30.04,30.035,,0.0,0.0
49,09:32:26.860313667,09:32:26.000000000,sh600338,14.2128,300,30.04,16900,30.05,30.045,,0.0,0.0
50,09:32:29.857163329,09:32:29.000000000,sh600338,17.6019,5400,30.02,8200,30.05,30.035,,0.0,0.0
51,09:32:32.861602415,09:32:32.000000000,sh600338,16.4235,8900,30.03,5100,30.05,30.04,,0.0,0.0
52,09:32:35.861568620,09:32:35.000000000,sh600338,18.3713,600,30.03,4400,30.04,30.035,,0.0,0.0
53,09:32:38.860438864,09:32:38.000000000,sh600338,21.4168,13000,30.03,1600,30.06,30.045,,0.0,0.0
54,09:32:41.862276650,09:32:41.000000000,sh600338,19.8259,100,30.05,11200,30.06,30.055,,0.0,0.0
55,09:32:44.861930769,09:32:44.000000000,sh600338,17.9131,100,30.05,21800,30.08,30.065,,0.0,0.0
56,09:32:47.861295989,09:32:47.000000000,sh600338,20.269000000000002,600,30.06,17700,30.08,30.07,,0.0,0.0
57,09:32:50.864582976,09:32:50.000000000,sh600338,21.3682,6500,30.05,300,30.07,30.06,,0.0,0.0
58,09:32:53.860414263,09:32:53.000000000,sh600338,21.7206,600,30.06,1400,30.07,30.065,,0.0,0.0
59,09:32:56.861586562,09:32:56.000000000,sh600338,23.3129,10800,30.04,300,30.05,30.045,,0.0,0.0
60,09:32:59.861847691,09:32:59.000000000,sh600338,23.0827,3300,30.05,27500,30.06,30.055,,0.0,0.0
61,09:33:02.859511162,09:33:02.000000000,sh600338,22.894000000000002,300,30.04,29800,30.05,30.045,,0.0,0.0
62,09:33:05.860152356,09:33:05.000000000,sh600338,25.4597,40700,30.01,900,30.02,30.015,,0.0,0.0
63,09:33:08.861171168,09:33:08.000000000,sh600338,23.9765,70100,30.0,900,30.01,30.005,,0.0,0.0
64,09:33:11.859335068,09:33:11.000000000,sh600338,18.7261,1500,29.98,65900,30.0,29.99,,0.0,0.0
65,09:33:14.860220409,09:33:14.000000000,sh600338,19.451,1500,29.93,43200,29.96,29.945,,0.0,0.0
66,09:33:17.860963507,09:33:17.000000000,sh600338,23.543000000000003,100,29.92,800,29.93,29.925,,0.0,0.0
67,09:33:20.859662239,09:33:20.000000000,sh600338,25.0985,11500,29.91,2000,29.92,29.915,,0.0,0.0
68,09:33:23.860730570,09:33:23.000000000,sh600338,22.2979,1700,29.89,13000,29.9,29.895,,0.0,0.0
69,09:33:26.859619462,09:33:26.000000000,sh600338,20.0449,700,29.89,12900,29.9,29.895,,0.0,0.0
70,09:33:29.858410230,09:33:29.000000000,sh600338,21.7168,700,29.9,23400,29.91,29.905,,0.0,0.0
71,09:33:32.859924598,09:33:32.000000000,sh600338,26.8066,300,29.91,2200,29.92,29.915,,0.0,0.0
72,09:33:35.859202909,09:33:35.000000000,sh600338,31.9381,50000,29.91,1800,29.94,29.925,,0.0,0.0
73,09:33:38.859948342,09:33:38.000000000,sh600338,32.9429,48500,29.91,400,29.92,29.915,,0.0,0.0
74,09:33:41.858615681,09:33:41.000000000,sh600338,25.7225,12200,29.94,2900,29.98,29.96,,0.0,0.0
75,09:33:44.858914290,09:33:44.000000000,sh600338,30.8715,52400,29.91,2700,29.92,29.915,,0.0,0.0
76,09:33:47.860439660,09:33:47.000000000,sh600338,27.8882,400,29.92,21400,29.94,29.93,,0.0,0.0
77,09:33:50.860077612,09:33:50.000000000,sh600338,27.1779,1800,29.92,11300,29.94,29.93,,0.0,0.0
78,09:33:53.860738358,09:33:53.000000000,sh600338,29.0228,800,29.91,4300,29.92,29.915,,0.0,0.0
79,09:33:56.859474916,09:33:56.000000000,sh600338,26.7995,44500,29.9,2200,29.91,29.905,,0.0,0.0
80,09:33:59.858585517,09:33:59.000000000,sh600338,25.2949,27500,29.9,9900,29.91,29.905,,0.0,0.0
81,09:34:02.858815617,09:34:02.000000000,sh600338,24.6488,10500,29.89,9100,29.9,29.895,1.0,200.0,200.0
82,09:34:05.860504150,09:34:05.000000000,sh600338,23.6118,600,29.9,1200,29.91,29.905,1.0,200.0,400.0
83,09:34:08.859916180,09:34:08.000000000,sh600338,22.6133,4700,29.89,4600,29.9,29.895,,0.0,400.0
84,09:34:11.858764524,09:34:11.000000000,sh600338,24.2736,200,29.91,8600,29.92,29.915,,0.0,400.0
85,09:34:14.859339541,09:34:14.000000000,sh600338,27.4531,200,29.92,3100,29.94,29.93,,0.0,400.0
86,09:34:17.861346975,09:34:17.000000000,sh600338,26.509,1100,29.95,4200,29.98,29.965,,0.0,400.0
87,09:34:20.861771005,09:34:20.000000000,sh600338,24.789,200,29.94,1400,29.98,29.96,,0.0,400.0
88,09:34:23.859842926,09:34:23.000000000,sh600338,27.7876,1000,29.98,1800,30.0,29.99,,0.0,400.0
89,09:34:26.858286741,09:34:26.000000000,sh600338,32.8868,8900,30.04,17100,30.05,30.045,,0.0,400.0
90,09:34:29.858655204,09:34:29.000000000,sh600338,35.6826,5600,30.05,3500,30.06,30.055,,0.0,400.0
91,09:34:32.859209984,09:34:32.000000000,sh600338,38.0454,11000,30.06,800,30.08,30.07,,0.0,400.0
92,09:34:35.858201368,09:34:35.000000000,sh600338,39.4796,100,30.07,1800,30.1,30.085,,0.0,400.0
93,09:34:38.858560213,09:34:38.000000000,sh600338,35.3088,300,30.09,9200,30.1,30.095,,0.0,400.0
94,09:34:41.858274212,09:34:41.000000000,sh600338,36.4932,4300,30.09,10600,30.1,30.095,,0.0,400.0
95,09:34:44.858944008,09:34:44.000000000,sh600338,35.5735,1800,30.07,5800,30.09,30.08,,0.0,400.0
96,09:34:47.858337393,09:34:47.000000000,sh600338,32.7261,1100,30.07,3700,30.09,30.08,,0.0,400.0
97,09:34:50.861001638,09:34:50.000000000,sh600338,40.7929,3100,30.05,1500,30.06,30.055,,0.0,400.0
98,09:34:53.858116426,09:34:53.000000000,sh600338,36.2496,2000,30.05,1600,30.09,30.07,,0.0,400.0
99,09:34:56.858896170,09:34:56.000000000,sh600338,34.8758,1100,30.06,4300,30.07,30.065,,0.0,400.0
100,09:34:59.860861396,09:34:59.000000000,sh600338,37.3003,3200,30.1,3500,30.11,30.105,,0.0,400.0
101,09:35:02.860083153,09:35:02.000000000,sh600338,36.7205,5300,30.11,1200,30.12,30.115,,0.0,400.0
102,09:35:05.858616035,09:35:05.000000000,sh600338,34.8079,13800,30.06,9100,30.08,30.07,,0.0,400.0
103,09:35:08.860500198,09:35:08.000000000,sh600338,36.9591,1000,30.01,1900,30.02,30.015,,0.0,400.0
104,09:35:11.860014455,09:35:11.000000000,sh600338,27.5634,500,30.0,8200,30.04,30.02,,0.0,400.0
105,09:35:14.859863208,09:35:14.000000000,sh600338,29.763,2300,30.01,500,30.02,30.015,,0.0,400.0
106,09:35:17.859610699,09:35:17.000000000,sh600338,28.4401,300,30.01,2600,30.02,30.015,,0.0,400.0
107,09:35:20.859355751,09:35:20.000000000,sh600338,25.6185,1800,29.98,400,30.0,29.99,,0.0,400.0
108,09:35:23.860884196,09:35:23.000000000,sh600338,24.3475,1100,29.96,5600,30.0,29.98,,0.0,400.0
109,09:35:26.860581771,09:35:26.000000000,sh600338,20.5869,600,29.96,100,29.98,29.97,,0.0,400.0
110,09:35:29.859250612,09:35:29.000000000,sh600338,20.3609,1500,29.96,1900,29.98,29.97,,0.0,400.0
111,09:35:32.862702790,09:35:32.000000000,sh600338,22.6327,4200,29.95,10100,29.96,29.955,,0.0,400.0
112,09:35:35.858986998,09:35:35.000000000,sh600338,15.3162,1700,29.99,16300,30.0,29.995,,0.0,400.0
113,09:35:38.858816443,09:35:38.000000000,sh600338,25.1492,2700,29.95,38100,29.96,29.955,,0.0,400.0
114,09:35:41.858636851,09:35:41.000000000,sh600338,24.1882,3700,29.95,38000,29.96,29.955,,0.0,400.0
115,09:35:44.859378439,09:35:44.000000000,sh600338,18.9235,1300,29.95,22000,29.96,29.955,,0.0,400.0
116,09:35:47.859353137,09:35:47.000000000,sh600338,19.9242,1100,29.95,9500,29.96,29.955,,0.0,400.0
117,09:35:50.858337351,09:35:50.000000000,sh600338,19.109,1200,29.95,600,29.97,29.96,,0.0,400.0
118,09:35:53.858706638,09:35:53.000000000,sh600338,18.0799,4600,29.96,2200,29.97,29.965,,0.0,400.0
119,09:35:56.860095785,09:35:56.000000000,sh600338,18.3421,2000,29.96,5500,29.97,29.965,,0.0,400.0
120,09:35:59.862883128,09:35:59.000000000,sh600338,17.4279,200,29.95,1300,29.96,29.955,,0.0,400.0
121,09:36:02.860629095,09:36:02.000000000,sh600338,16.7978,300,29.97,1900,29.99,29.98,,0.0,400.0
122,09:36:05.859056798,09:36:05.000000000,sh600338,16.923,800,29.97,1900,29.99,29.98,,0.0,400.0
123,09:36:08.859035114,09:36:08.000000000,sh600338,19.6351,2400,29.99,5000,30.0,29.995,,0.0,400.0
124,09:36:11.858153743,09:36:11.000000000,sh600338,18.0786,2300,30.01,500,30.02,30.015,,0.0,400.0
125,09:36:14.857551036,09:36:14.000000000,sh600338,17.792,3700,30.04,12000,30.05,30.045,,0.0,400.0
126,09:36:17.857703673,09:36:17.000000000,sh600338,18.3326,400,30.07,2200,30.1,30.085,,0.0,400.0
127,09:36:20.857760680,09:36:20.000000000,sh600338,25.7537,6100,30.04,600,30.1,30.07,,0.0,400.0
128,09:36:23.858552423,09:36:23.000000000,sh600338,23.6865,4400,30.13,300,30.16,30.145,,0.0,400.0
129,09:36:26.858960218,09:36:26.000000000,sh600338,23.9538,400,30.06,1800,30.1,30.08,,0.0,400.0
130,09:36:29.859019615,09:36:29.000000000,sh600338,21.5285,200,30.07,400,30.09,30.08,,0.0,400.0
131,09:36:32.855108072,09:36:32.000000000,sh600338,13.2909,100,30.08,600,30.11,30.095,,0.0,400.0
132,09:36:35.860546110,09:36:35.000000000,sh600338,20.0584,200,30.05,400,30.07,30.06,,0.0,400.0
133,09:36:38.865667650,09:36:38.000000000,sh600338,20.5533,1600,30.1,4200,30.12,30.11,,0.0,400.0
134,09:36:41.857907534,09:36:41.000000000,sh600338,16.9816,400,30.08,1100,30.1,30.09,,0.0,400.0
135,09:36:44.857858886,09:36:44.000000000,sh600338,10.0301,600,30.11,700,30.12,30.115,,0.0,400.0
136,09:36:47.859325343,09:36:47.000000000,sh600338,15.2516,1100,30.08,6100,30.11,30.095,,0.0,400.0
137,09:36:50.859851823,09:36:50.000000000,sh600338,18.6522,7200,30.03,4800,30.04,30.035,,0.0,400.0
138,09:36:53.861065007,09:36:53.000000000,sh600338,15.5649,79500,30.0,1700,30.01,30.005,,0.0,400.0
139,09:36:56.858832272,09:36:56.000000000,sh600338,17.2636,12900,29.96,7200,29.97,29.965,,0.0,400.0
140,09:36:59.863028727,09:36:59.000000000,sh600338,17.8655,500,29.96,3500,29.97,29.965,,0.0,400.0
141,09:37:02.857763250,09:37:02.000000000,sh600338,14.1481,104700,29.99,1200,30.01,30.0,,0.0,400.0
142,09:37:05.861445556,09:37:05.000000000,sh600338,19.4237,84700,29.99,16800,30.0,29.995,,0.0,400.0
143,09:37:08.858552800,09:37:08.000000000,sh600338,15.2919,5600,30.0,2300,30.02,30.01,,0.0,400.0
144,09:37:11.857953795,09:37:11.000000000,sh600338,18.3806,1200,30.0,1900,30.02,30.01,,0.0,400.0
145,09:37:14.858525280,09:37:14.000000000,sh600338,20.7258,1800,30.02,1700,30.03,30.025,,0.0,400.0
146,09:37:17.858142032,09:37:17.000000000,sh600338,25.6878,3600,30.0,5100,30.05,30.025,,0.0,400.0
147,09:37:20.859370981,09:37:20.000000000,sh600338,16.1213,11300,29.97,14700,29.98,29.975,,0.0,400.0
148,09:37:23.856850883,09:37:23.000000000,sh600338,20.2923,9600,29.95,800,29.97,29.96,,0.0,400.0
149,09:37:26.857631161,09:37:26.000000000,sh600338,13.2571,600,29.98,5100,29.99,29.985,,0.0,400.0
150,09:37:29.857122510,09:37:29.000000000,sh600338,16.5577,900,29.97,900,29.98,29.975,,0.0,400.0
151,09:37:32.861179947,09:37:32.000000000,sh600338,17.2646,300,29.99,10300,30.0,29.995,,0.0,400.0
152,09:37:35.861641589,09:37:35.000000000,sh600338,20.0582,1300,29.99,3000,30.0,29.995,,0.0,400.0
153,09:37:38.858036655,09:37:38.000000000,sh600338,20.0947,8400,29.99,1800,30.0,29.995,,0.0,400.0
154,09:37:41.859608715,09:37:41.000000000,sh600338,21.7238,1900,30.0,300,30.01,30.005,,0.0,400.0
155,09:37:44.859718623,09:37:44.000000000,sh600338,23.9574,500,30.01,3400,30.02,30.015,,0.0,400.0
156,09:37:47.854268956,09:37:47.000000000,sh600338,22.3481,1900,29.99,700,30.01,30.0,,0.0,400.0
157,09:37:50.859651678,09:37:50.000000000,sh600338,23.0398,3500,30.0,600,30.01,30.005,,0.0,400.0
158,09:37:53.856400581,09:37:53.000000000,sh600338,25.5194,7700,30.0,2900,30.02,30.01,,0.0,400.0
159,09:37:56.866271135,09:37:56.000000000,sh600338,25.9131,30900,29.98,13200,29.99,29.985,,0.0,400.0
160,09:37:59.857551134,09:37:59.000000000,sh600338,23.6298,2300,30.01,1100,30.02,30.015,,0.0,400.0
161,09:38:02.858827433,09:38:02.000000000,sh600338,19.2255,1000,30.04,1700,30.05,30.045,,0.0,400.0
162,09:38:05.859304477,09:38:05.000000000,sh600338,19.2921,400,30.06,1300,30.07,30.065,,0.0,400.0
163,09:38:08.859358026,09:38:08.000000000,sh600338,18.5646,1400,30.09,2500,30.1,30.095,,0.0,400.0
164,09:38:11.857998382,09:38:11.000000000,sh600338,19.1187,10100,30.1,3700,30.11,30.105,,0.0,400.0
165,09:38:14.855932862,09:38:14.000000000,sh600338,21.088,2300,30.08,4100,30.09,30.085,,0.0,400.0
166,09:38:17.864943575,09:38:17.000000000,sh600338,13.2794,500,30.16,400,30.17,30.165,,0.0,400.0
167,09:38:20.860228218,09:38:20.000000000,sh600338,24.953000000000003,600,30.11,100,30.13,30.12,,0.0,400.0
168,09:38:23.858560968,09:38:23.000000000,sh600338,19.336,3100,30.14,1500,30.16,30.15,,0.0,400.0
169,09:38:26.859076631,09:38:26.000000000,sh600338,18.3672,400,30.15,19200,30.16,30.155,,0.0,400.0
170,09:38:29.859486766,09:38:29.000000000,sh600338,17.834,7900,30.15,35800,30.16,30.155,,0.0,400.0
171,09:38:32.861556374,09:38:32.000000000,sh600338,17.6296,2800,30.15,35700,30.16,30.155,,0.0,400.0
172,09:38:35.868929033,09:38:35.000000000,sh600338,16.6624,3300,30.14,18900,30.15,30.145,,0.0,400.0
173,09:38:38.858197117,09:38:38.000000000,sh600338,17.4607,14400,30.13,200,30.14,30.135,,0.0,400.0
174,09:38:41.855435657,09:38:41.000000000,sh600338,16.5402,9800,30.13,12000,30.15,30.14,,0.0,400.0
175,09:38:44.857183251,09:38:44.000000000,sh600338,16.4133,2200,30.13,3900,30.14,30.135,,0.0,400.0
176,09:38:47.869363418,09:38:47.000000000,sh600338,16.2923,200,30.13,2400,30.15,30.14,,0.0,400.0
177,09:38:53.867687639,09:38:53.000000000,sh600338,17.5685,14600,30.14,22700,30.16,30.15,,0.0,400.0
178,09:38:56.860549808,09:38:56.000000000,sh600338,18.9436,13300,30.12,1100,30.13,30.125,,0.0,400.0
179,09:38:59.856941420,09:38:59.000000000,sh600338,11.649000000000001,1500,30.15,25800,30.16,30.155,,0.0,400.0
180,09:39:02.864611628,09:39:02.000000000,sh600338,16.4555,900,30.13,200,30.15,30.14,,0.0,400.0
181,09:39:05.863605248,09:39:05.000000000,sh600338,16.8347,8800,30.13,1500,30.14,30.135,,0.0,400.0
182,09:39:08.859091506,09:39:08.000000000,sh600338,14.0955,4200,30.07,1200,30.08,30.075,,0.0,400.0
183,09:39:11.868437091,09:39:11.000000000,sh600338,19.1574,1700,30.02,100,30.05,30.035,,0.0,400.0
184,09:39:14.867316744,09:39:14.000000000,sh600338,19.3929,35300,30.0,1300,30.01,30.005,,0.0,400.0
185,09:39:17.863810038,09:39:17.000000000,sh600338,20.7764,20700,30.0,2600,30.01,30.005,,0.0,400.0
186,09:39:20.865553074,09:39:20.000000000,sh600338,20.3747,7100,30.0,2700,30.01,30.005,,0.0,400.0
187,09:39:23.855843659,09:39:23.000000000,sh600338,20.007,6600,30.02,2700,30.04,30.03,,0.0,400.0
188,09:39:26.855160981,09:39:26.000000000,sh600338,24.3994,1100,30.02,4600,30.04,30.03,,0.0,400.0
189,09:39:29.869221476,09:39:29.000000000,sh600338,27.4716,800,30.01,2900,30.04,30.025,,0.0,400.0
190,09:39:32.867635264,09:39:32.000000000,sh600338,28.7053,100,30.02,2800,30.04,30.03,,0.0,400.0
191,09:39:35.862509315,09:39:35.000000000,sh600338,28.4548,2200,30.02,5500,30.03,30.025,,0.0,400.0
192,09:39:38.867974829,09:39:38.000000000,sh600338,29.6393,3300,30.02,8500,30.03,30.025,,0.0,400.0
193,09:39:41.856472599,09:39:41.000000000,sh600338,29.236,1100,30.02,8500,30.03,30.025,,0.0,400.0
194,09:39:44.870285900,09:39:44.000000000,sh600338,30.7028,2400,30.01,2500,30.03,30.02,,0.0,400.0
195,09:39:47.861258527,09:39:47.000000000,sh600338,33.4634,22800,30.0,2100,30.01,30.005,,0.0,400.0
196,09:39:50.861070377,09:39:50.000000000,sh600338,28.4402,400,30.0,700,30.01,30.005,,0.0,400.0
197,09:39:53.861777397,09:39:53.000000000,sh600338,26.7739,82500,29.99,1100,30.01,30.0,,0.0,400.0
198,09:39:56.864550153,09:39:56.000000000,sh600338,29.6291,2800,30.0,300,30.01,30.005,,0.0,400.0
199,09:39:59.862125885,09:39:59.000000000,sh600338,30.6106,1200,30.01,8000,30.02,30.015,,0.0,400.0
200,09:40:02.871868401,09:40:02.000000000,sh600338,35.5671,1900,30.04,100,30.06,30.05,,0.0,400.0
201,09:40:05.858746117,09:40:05.000000000,sh600338,29.2142,1500,30.08,7800,30.09,30.085,,0.0,400.0
202,09:40:08.858634144,09:40:08.000000000,sh600338,33.1002,6900,30.06,6600,30.07,30.065,,0.0,400.0
203,09:40:11.861360009,09:40:11.000000000,sh600338,26.6259,1200,30.1,2800,30.11,30.105,,0.0,400.0
204,09:40:14.858196000,09:40:14.000000000,sh600338,23.615,800,30.09,1500,30.1,30.095,,0.0,400.0
205,09:40:17.857238513,09:40:17.000000000,sh600338,38.8659,6300,30.02,100,30.03,30.025,,0.0,400.0
206,09:40:20.864597720,09:40:20.000000000,sh600338,30.0037,900,30.03,100,30.05,30.04,,0.0,400.0
207,09:40:23.864990851,09:40:23.000000000,sh600338,29.9578,14400,30.01,600,30.02,30.015,,0.0,400.0
208,09:40:26.865014760,09:40:26.000000000,sh600338,29.8129,6600,30.01,1600,30.02,30.015,,0.0,400.0
209,09:40:29.861955072,09:40:29.000000000,sh600338,28.3537,39000,30.0,3200,30.01,30.005,,0.0,400.0
210,09:40:32.861067891,09:40:32.000000000,sh600338,25.2612,1700,30.02,600,30.03,30.025,,0.0,400.0
211,09:40:35.867567624,09:40:35.000000000,sh600338,26.9935,200,30.02,1600,30.03,30.025,,0.0,400.0
212,09:40:38.862097772,09:40:38.000000000,sh600338,27.5483,1100,30.01,200,30.02,30.015,,0.0,400.0
213,09:40:41.868271800,09:40:41.000000000,sh600338,28.8336,6000,30.01,4600,30.02,30.015,,0.0,400.0
214,09:40:44.861567562,09:40:44.000000000,sh600338,28.3674,3000,30.01,3700,30.02,30.015,,0.0,400.0
215,09:40:47.856688701,09:40:47.000000000,sh600338,29.6102,68000,30.0,2400,30.02,30.01,,0.0,400.0
216,09:40:50.864908621,09:40:50.000000000,sh600338,29.4682,100,30.01,3700,30.02,30.015,,0.0,400.0
217,09:40:53.854956477,09:40:53.000000000,sh600338,27.605,58800,30.0,1100,30.01,30.005,,0.0,400.0
218,09:40:56.858155702,09:40:56.000000000,sh600338,27.0441,300,30.01,4300,30.02,30.015,,0.0,400.0
219,09:40:59.862770351,09:40:59.000000000,sh600338,28.1506,20300,30.01,6900,30.02,30.015,,0.0,400.0
220,09:41:02.857581229,09:41:02.000000000,sh600338,26.4649,200,30.03,2100,30.04,30.035,,0.0,400.0
221,09:41:05.866576226,09:41:05.000000000,sh600338,26.3059,3200,30.04,24500,30.09,30.065,,0.0,400.0
222,09:41:08.859489209,09:41:08.000000000,sh600338,30.6423,7900,30.05,1800,30.06,30.055,,0.0,400.0
223,09:41:11.858854557,09:41:11.000000000,sh600338,26.3069,3700,30.09,26600,30.1,30.095,,0.0,400.0
224,09:41:14.860588736,09:41:14.000000000,sh600338,31.5395,7800,30.08,5600,30.09,30.085,,0.0,400.0
225,09:41:17.861650725,09:41:17.000000000,sh600338,30.0164,1500,30.1,9100,30.11,30.105,,0.0,400.0
226,09:41:20.855038427,09:41:20.000000000,sh600338,27.6641,1700,30.12,2500,30.13,30.125,,0.0,400.0
227,09:41:23.856530939,09:41:23.000000000,sh600338,28.980999999999998,6800,30.08,600,30.09,30.085,,0.0,400.0
228,09:41:26.864159893,09:41:26.000000000,sh600338,22.2402,400,30.11,3500,30.13,30.12,,0.0,400.0
229,09:41:29.858014964,09:41:29.000000000,sh600338,22.7309,1200,30.11,19300,30.13,30.12,,0.0,400.0
230,09:41:32.863523467,09:41:32.000000000,sh600338,20.358,900,30.1,19000,30.13,30.115,,0.0,400.0
231,09:41:35.866870040,09:41:35.000000000,sh600338,20.264,2100,30.1,2400,30.12,30.11,,0.0,400.0
232,09:41:38.857509075,09:41:38.000000000,sh600338,19.2472,200,30.11,100,30.12,30.115,,0.0,400.0
233,09:41:41.860096600,09:41:41.000000000,sh600338,18.1867,4000,30.11,3400,30.12,30.115,,0.0,400.0
234,09:41:44.868383064,09:41:44.000000000,sh600338,18.3959,2000,30.11,200,30.12,30.115,,0.0,400.0
235,09:41:47.866687742,09:41:47.000000000,sh600338,19.0127,5000,30.11,700,30.12,30.115,,0.0,400.0
236,09:41:50.867480649,09:41:50.000000000,sh600338,19.545,600,30.12,25000,30.13,30.125,,0.0,400.0
