localtime,time,symbol,signal,signal_sim,SameFlag
10:18:14.485996859,10:18:14.000000000,sh603988,8.85802,8.85802,1
10:18:17.493459959,10:18:17.000000000,sh603988,6.34845,6.34845,1
10:18:20.485923673,10:18:20.000000000,sh603988,4.08552,4.08552,1
10:18:23.174207826,10:18:23.000000000,sh603988,0.532569,0.532569,1
10:18:25.828305288,10:18:25.000000000,sh603988,-0.72313,-0.72313,1
10:18:31.799457544,10:18:31.000000000,sh603988,-3.82764,-3.82764,1
10:18:34.804825861,10:18:34.000000000,sh603988,-3.27177,-3.27177,1
10:18:37.799832792,10:18:37.000000000,sh603988,-4.55972,-4.55972,1
10:18:40.798938270,10:18:40.000000000,sh603988,-6.4744199999999985,-6.4744199999999985,1
10:18:43.800895362,10:18:43.000000000,sh603988,-6.6794699999999985,-6.6794699999999985,1
10:18:46.802801460,10:18:46.000000000,sh603988,-8.876610000000003,-8.876610000000003,1
10:18:50.122318357,10:18:50.000000000,sh603988,-8.77608,-8.77608,1
10:18:52.868762437,10:18:52.000000000,sh603988,-10.8365,-10.8365,1
10:18:55.860421078,10:18:55.000000000,sh603988,-11.7653,-11.7653,1
10:18:58.865847244,10:18:58.000000000,sh603988,-7.747730000000002,-7.747730000000002,1
10:19:01.863711933,10:19:01.000000000,sh603988,-7.85565,-7.85565,1
10:19:04.859304313,10:19:04.000000000,sh603988,-9.9202,-9.9202,1
10:19:07.855562759,10:19:07.000000000,sh603988,-7.58338,-7.58338,1
10:19:10.854088930,10:19:10.000000000,sh603988,-6.9367899999999985,-6.9367899999999985,1
10:19:13.854163488,10:19:13.000000000,sh603988,-5.616619999999998,-5.616619999999998,1
10:19:16.823421918,10:19:16.000000000,sh603988,-3.43488,-3.43488,1
10:19:19.811293424,10:19:19.000000000,sh603988,-4.49681,-4.49681,1
10:19:22.812338449,10:19:22.000000000,sh603988,-2.08737,-2.08737,1
10:19:25.809496219,10:19:25.000000000,sh603988,-0.578839,-0.578839,1
10:19:28.481808896,10:19:28.000000000,sh603988,1.14857,1.14857,1
10:19:31.478977465,10:19:31.000000000,sh603988,8.82512,8.82512,1
10:19:34.480081483,10:19:34.000000000,sh603988,7.094310000000001,7.094310000000001,1
10:19:37.479660229,10:19:37.000000000,sh603988,5.62299,5.62299,1
10:19:40.481857526,10:19:40.000000000,sh603988,1.61546,1.61546,1
10:19:43.469981814,10:19:43.000000000,sh603988,-0.21350500000000006,-0.21350500000000006,1
10:19:46.471292220,10:19:46.000000000,sh603988,-1.96915,-1.96915,1
10:19:49.468464701,10:19:49.000000000,sh603988,-0.803321,-0.803321,1
10:19:52.482860485,10:19:52.000000000,sh603988,-0.45549,-0.45549,1
10:19:56.262317736,10:19:56.000000000,sh603988,1.02714,1.02714,1
10:19:59.286529673,10:19:59.000000000,sh603988,3.15175,3.15175,1
10:20:02.269817769,10:20:02.000000000,sh603988,2.89842,2.89842,1
10:20:05.272414319,10:20:05.000000000,sh603988,1.21772,1.21772,1
10:20:07.934840796,10:20:07.000000000,sh603988,2.5179,2.5179,1
10:20:10.929175388,10:20:10.000000000,sh603988,4.0574,4.0574,1
10:20:13.939195057,10:20:13.000000000,sh603988,0.908236,0.908236,1
10:20:16.935623472,10:20:16.000000000,sh603988,-1.26757,-1.26757,1
10:20:20.368058652,10:20:20.000000000,sh603988,-2.27464,-2.27464,1
10:20:23.366191084,10:20:23.000000000,sh603988,-2.09971,-2.09971,1
10:20:26.034461359,10:20:26.000000000,sh603988,-0.40183,-0.40183,1
10:20:28.701283278,10:20:28.000000000,sh603988,-5.21276,-5.21276,1
10:20:29.006397100,10:20:29.000000000,sh603988,-5.77756,-5.77756,1
10:20:32.009457334,10:20:32.000000000,sh603988,-10.7529,-10.7529,1
10:20:35.012339874,10:20:35.000000000,sh603988,-10.5029,-10.5029,1
10:20:38.017371794,10:20:38.000000000,sh603988,-3.39578,-3.39578,1
10:20:41.018067700,10:20:41.000000000,sh603988,-0.561671,-0.561671,1
10:20:44.017407661,10:20:44.000000000,sh603988,-3.69318,-3.69318,1
10:20:47.006682693,10:20:47.000000000,sh603988,-1.30289,-1.30289,1
10:20:50.006554898,10:20:50.000000000,sh603988,-3.12265,-3.12265,1
10:20:53.014836129,10:20:53.000000000,sh603988,-0.632951,-0.632951,1
10:20:56.004459496,10:20:56.000000000,sh603988,-1.59975,-1.59975,1
10:20:59.016894371,10:20:59.000000000,sh603988,-3.11932,-3.11932,1
10:21:02.019854158,10:21:02.000000000,sh603988,-1.96686,-1.96686,1
10:21:05.472679730,10:21:05.000000000,sh603988,-0.292077,-0.292077,1
10:21:08.469947692,10:21:08.000000000,sh603988,1.43024,1.43024,1
10:21:11.362650404,10:21:11.000000000,sh603988,4.12071,4.12071,1
10:21:14.364411487,10:21:14.000000000,sh603988,6.42893,6.42893,1
10:21:17.364039421,10:21:17.000000000,sh603988,5.2763300000000015,5.2763300000000015,1
10:21:20.370497318,10:21:20.000000000,sh603988,2.14984,2.14984,1
10:21:23.376768210,10:21:23.000000000,sh603988,-1.8008400000000002,-1.8008400000000002,1
10:21:26.370149344,10:21:26.000000000,sh603988,12.5186,12.5186,1
10:21:29.043482889,10:21:29.000000000,sh603988,10.9373,10.9373,1
10:21:32.394471023,10:21:32.000000000,sh603988,-6.755560000000001,-6.755560000000001,1
10:21:35.402357370,10:21:35.000000000,sh603988,2.21683,2.21683,1
10:21:38.404885742,10:21:38.000000000,sh603988,9.40314,9.40314,1
10:21:41.330917142,10:21:41.000000000,sh603988,-1.14696,-1.14696,1
10:21:44.328504714,10:21:44.000000000,sh603988,-13.2075,-13.2075,1
10:21:47.183246595,10:21:47.000000000,sh603988,-8.40934,-8.40934,1
10:21:50.175783786,10:21:50.000000000,sh603988,-29.0753,-29.0753,1
10:21:53.178598948,10:21:53.000000000,sh603988,-29.7365,-29.7365,1
10:21:56.177793817,10:21:56.000000000,sh603988,-31.9423,-31.9423,1
10:21:58.892043591,10:21:58.000000000,sh603988,-28.9612,-28.9612,1
10:22:01.890739492,10:22:01.000000000,sh603988,-27.7322,-27.7322,1
10:22:04.890563686,10:22:04.000000000,sh603988,-23.4443,-23.4443,1
10:22:07.892349416,10:22:07.000000000,sh603988,-23.0139,-23.0139,1
10:22:10.899240565,10:22:10.000000000,sh603988,-23.8419,-23.8419,1
10:22:13.899465816,10:22:13.000000000,sh603988,-23.3786,-23.3786,1
10:22:16.898929068,10:22:16.000000000,sh603988,-13.4135,-13.4135,1
10:22:19.895200302,10:22:19.000000000,sh603988,-17.1005,-17.1005,1
10:22:22.896587135,10:22:22.000000000,sh603988,-11.3472,-11.3472,1
10:22:25.898218677,10:22:25.000000000,sh603988,-4.3595,-4.3595,1
10:22:28.848688277,10:22:28.000000000,sh603988,-5.91284,-5.91284,1
10:22:31.517438372,10:22:31.000000000,sh603988,-14.2484,-14.2484,1
10:22:34.508636170,10:22:34.000000000,sh603988,-4.55708,-4.55708,1
10:22:37.518758858,10:22:37.000000000,sh603988,-7.29063,-7.29063,1
10:22:40.509395614,10:22:40.000000000,sh603988,13.5575,13.5575,1
10:22:43.512358110,10:22:43.000000000,sh603988,12.0645,12.0645,1
10:22:46.512440040,10:22:46.000000000,sh603988,14.9743,14.9743,1
10:22:49.510204440,10:22:49.000000000,sh603988,12.9354,12.9354,1
10:22:53.404796489,10:22:53.000000000,sh603988,10.5203,10.5203,1
10:22:56.368653841,10:22:56.000000000,sh603988,-2.1604400000000004,-2.1604400000000004,1
10:22:59.228592138,10:22:59.000000000,sh603988,-0.918732,-0.918732,1
10:23:01.902771472,10:23:01.000000000,sh603988,1.05502,1.05502,1
10:23:04.900589797,10:23:04.000000000,sh603988,11.0991,11.0991,1
10:23:07.906922634,10:23:07.000000000,sh603988,13.9766,13.9766,1
10:23:10.928041940,10:23:10.000000000,sh603988,15.377,15.377,1
10:23:13.905284930,10:23:13.000000000,sh603988,13.4687,13.4687,1
10:23:16.901720419,10:23:16.000000000,sh603988,12.9799,12.9799,1
10:23:19.905704420,10:23:19.000000000,sh603988,11.9363,11.9363,1
10:23:22.910896232,10:23:22.000000000,sh603988,12.5136,12.5136,1
10:23:25.898017550,10:23:25.000000000,sh603988,9.49729,9.49729,1
10:23:28.907060022,10:23:28.000000000,sh603988,9.20986,9.20986,1
10:23:31.568124130,10:23:31.000000000,sh603988,7.46675,7.46675,1
10:23:34.575478429,10:23:34.000000000,sh603988,2.48381,2.48381,1
10:23:37.574891781,10:23:37.000000000,sh603988,4.7998699999999985,4.7998699999999985,1
10:23:40.567893247,10:23:40.000000000,sh603988,-2.83212,-2.83212,1
10:23:43.575455615,10:23:43.000000000,sh603988,-6.7339,-6.7339,1
10:23:46.571261984,10:23:46.000000000,sh603988,-8.00221,-8.00221,1
10:23:49.573824285,10:23:49.000000000,sh603988,-6.77314,-6.77314,1
10:23:52.577646228,10:23:52.000000000,sh603988,-13.5601,-13.5601,1
10:23:55.568451234,10:23:55.000000000,sh603988,-14.9923,-14.9923,1
10:23:58.565791752,10:23:58.000000000,sh603988,-11.1946,-11.1946,1
10:24:01.564456870,10:24:01.000000000,sh603988,-13.5316,-13.5316,1
10:24:05.382639764,10:24:05.000000000,sh603988,-11.5598,-11.5598,1
10:24:08.387003962,10:24:08.000000000,sh603988,-13.7006,-13.7006,1
10:24:11.055858855,10:24:11.000000000,sh603988,-14.3066,-14.3066,1
10:24:14.049503280,10:24:14.000000000,sh603988,-13.8509,-13.8509,1
10:24:17.053237867,10:24:17.000000000,sh603988,-14.3392,-14.3392,1
10:24:20.385534502,10:24:20.000000000,sh603988,-13.8934,-13.8934,1
10:24:23.209302863,10:24:23.000000000,sh603988,-13.0572,-13.0572,1
10:24:26.447764640,10:24:26.000000000,sh603988,-13.0135,-13.0135,1
10:24:29.436030574,10:24:29.000000000,sh603988,-13.7698,-13.7698,1
10:24:32.092597343,10:24:32.000000000,sh603988,-14.015,-14.015,1
10:24:35.102222598,10:24:35.000000000,sh603988,-16.1748,-16.1748,1
10:24:38.472552859,10:24:38.000000000,sh603988,-11.8268,-11.8268,1
10:24:41.473536223,10:24:41.000000000,sh603988,-6.67272,-6.67272,1
10:24:44.460532251,10:24:44.000000000,sh603988,-7.620419999999998,-7.620419999999998,1
10:24:47.465029362,10:24:47.000000000,sh603988,-9.51959,-9.51959,1
10:24:50.419939780,10:24:50.000000000,sh603988,-6.46471,-6.46471,1
10:24:53.426560420,10:24:53.000000000,sh603988,-5.60041,-5.60041,1
10:24:56.422034941,10:24:56.000000000,sh603988,-0.94399,-0.94399,1
10:24:59.091060128,10:24:59.000000000,sh603988,-0.311411,-0.311411,1
10:25:02.090564896,10:25:02.000000000,sh603988,-4.1693,-4.1693,1
10:25:05.089630761,10:25:05.000000000,sh603988,-0.937344,-0.937344,1
10:25:08.433772242,10:25:08.000000000,sh603988,6.395969999999998,6.395969999999998,1
10:25:11.441052706,10:25:11.000000000,sh603988,0.913911,0.913911,1
10:25:14.411850386,10:25:14.000000000,sh603988,-3.4565,-3.4565,1
10:25:17.088865691,10:25:17.000000000,sh603988,0.707639,0.707639,1
10:25:20.075802468,10:25:20.000000000,sh603988,-1.7298099999999998,-1.7298099999999998,1
10:25:23.355129920,10:25:23.000000000,sh603988,0.407099,0.407099,1
10:25:26.199535386,10:25:26.000000000,sh603988,1.50081,1.50081,1
10:25:29.192430669,10:25:29.000000000,sh603988,0.811609,0.811609,1
10:25:31.908400182,10:25:31.000000000,sh603988,1.50649,1.50649,1
10:25:34.583851260,10:25:34.000000000,sh603988,12.0965,12.0965,1
10:25:37.567748753,10:25:37.000000000,sh603988,12.5247,12.5247,1
10:25:41.127901488,10:25:41.000000000,sh603988,14.8082,14.8082,1
10:25:44.117776870,10:25:44.000000000,sh603988,12.4873,12.4873,1
10:25:47.111156997,10:25:47.000000000,sh603988,10.502,10.502,1
10:25:49.891756490,10:25:49.000000000,sh603988,8.0356,8.0356,1
10:25:52.869488591,10:25:52.000000000,sh603988,17.0946,17.0946,1
10:25:55.860194480,10:25:55.000000000,sh603988,14.2298,14.2298,1
10:25:59.328955459,10:25:59.000000000,sh603988,16.913,16.913,1
10:26:02.321177105,10:26:02.000000000,sh603988,16.2841,16.2841,1
10:26:04.986910123,10:26:05.000000000,sh603988,17.4109,17.4109,1
10:26:07.985233149,10:26:08.000000000,sh603988,12.2119,12.2119,1
10:26:10.984999632,10:26:11.000000000,sh603988,11.9901,11.9901,1
10:26:13.994643444,10:26:14.000000000,sh603988,13.498,13.498,1
10:26:16.990617967,10:26:17.000000000,sh603988,5.61878,5.61878,1
10:26:20.407449997,10:26:20.000000000,sh603988,6.16233,6.16233,1
10:26:23.410779747,10:26:23.000000000,sh603988,-0.840024,-0.840024,1
10:26:26.253223165,10:26:26.000000000,sh603988,0.0244789,0.0244789,1
10:26:29.211963745,10:26:29.000000000,sh603988,-0.909528,-0.909528,1
10:26:32.207472163,10:26:32.000000000,sh603988,2.50268,2.50268,1
10:26:34.872008964,10:26:34.000000000,sh603988,1.95931,1.95931,1
10:26:37.874872096,10:26:37.000000000,sh603988,-5.41137,-5.41137,1
10:26:40.858647113,10:26:40.000000000,sh603988,-5.55755,-5.55755,1
10:26:44.364289798,10:26:44.000000000,sh603988,-5.30825,-5.30825,1
10:26:47.376209377,10:26:47.000000000,sh603988,2.09275,2.09275,1
10:26:50.205093824,10:26:50.000000000,sh603988,3.81098,3.81098,1
10:26:52.918500061,10:26:52.000000000,sh603988,2.60859,2.60859,1
10:26:57.116519731,10:26:57.000000000,sh603988,5.88351,5.88351,1
10:27:00.105044232,10:27:00.000000000,sh603988,2.73512,2.73512,1
10:27:03.115554276,10:27:03.000000000,sh603988,-5.00756,-5.00756,1
10:27:05.783081885,10:27:05.000000000,sh603988,-4.71149,-4.71149,1
10:27:08.774506884,10:27:08.000000000,sh603988,-1.44407,-1.44407,1
10:27:11.441771801,10:27:11.000000000,sh603988,-2.18249,-2.18249,1
10:27:14.317054267,10:27:14.000000000,sh603988,-4.88946,-4.88946,1
10:27:17.199171695,10:27:17.000000000,sh603988,-5.46487,-5.46487,1
10:27:20.192560842,10:27:20.000000000,sh603988,-4.29946,-4.29946,1
10:27:23.393355487,10:27:23.000000000,sh603988,-3.33089,-3.33089,1
10:27:29.387577895,10:27:29.000000000,sh603988,-0.974238,-0.974238,1
10:27:32.308786013,10:27:32.000000000,sh603988,-0.110335,-0.110335,1
10:27:34.970535356,10:27:35.000000000,sh603988,-2.22552,-2.22552,1
10:27:37.643250154,10:27:37.000000000,sh603988,-1.62081,-1.62081,1
10:27:40.643738836,10:27:40.000000000,sh603988,-1.99617,-1.99617,1
10:27:43.642529104,10:27:43.000000000,sh603988,-6.66188,-6.66188,1
10:27:46.639704629,10:27:46.000000000,sh603988,-2.36578,-2.36578,1
10:27:49.639544295,10:27:49.000000000,sh603988,-4.87835,-4.87835,1
10:27:52.640887657,10:27:52.000000000,sh603988,-10.878,-10.878,1
10:27:55.631593243,10:27:55.000000000,sh603988,-12.3532,-12.3532,1
10:27:58.640938506,10:27:58.000000000,sh603988,-11.2732,-11.2732,1
10:28:01.641417669,10:28:01.000000000,sh603988,-10.8614,-10.8614,1
10:28:04.643074331,10:28:04.000000000,sh603988,-9.26419,-9.26419,1
10:28:07.641711600,10:28:07.000000000,sh603988,-14.438,-14.438,1
10:28:10.632697851,10:28:10.000000000,sh603988,-7.49564,-7.49564,1
10:28:13.634179318,10:28:13.000000000,sh603988,-7.254460000000001,-7.254460000000001,1
10:28:16.638192181,10:28:16.000000000,sh603988,-16.4924,-16.4924,1
10:28:19.636175869,10:28:19.000000000,sh603988,-12.6882,-12.6882,1
10:28:22.636771190,10:28:22.000000000,sh603988,-13.5325,-13.5325,1
10:28:25.642869879,10:28:25.000000000,sh603988,-10.7619,-10.7619,1
10:28:28.639199767,10:28:28.000000000,sh603988,-6.49715,-6.49715,1
10:28:31.636395644,10:28:31.000000000,sh603988,-12.8963,-12.8963,1
10:28:34.632809118,10:28:34.000000000,sh603988,-9.67939,-9.67939,1
10:28:37.304488746,10:28:37.000000000,sh603988,-10.3949,-10.3949,1
10:28:40.297254347,10:28:40.000000000,sh603988,-15.7143,-15.7143,1
10:28:43.294602777,10:28:43.000000000,sh603988,-14.5449,-14.5449,1
10:28:46.309349846,10:28:46.000000000,sh603988,-10.4645,-10.4645,1
10:28:49.306694751,10:28:49.000000000,sh603988,-8.729239999999999,-8.729239999999999,1
10:28:52.309958576,10:28:52.000000000,sh603988,-4.99253,-4.99253,1
10:28:55.299636779,10:28:55.000000000,sh603988,-4.43466,-4.43466,1
10:28:58.304074827,10:28:58.000000000,sh603988,-7.584230000000002,-7.584230000000002,1
10:29:01.301775184,10:29:01.000000000,sh603988,-7.39141,-7.39141,1
10:29:05.323247526,10:29:05.000000000,sh603988,-3.80812,-3.80812,1
10:29:08.331493155,10:29:08.000000000,sh603988,-10.7651,-10.7651,1
10:29:11.320302857,10:29:11.000000000,sh603988,-2.25538,-2.25538,1
10:29:14.322858762,10:29:14.000000000,sh603988,-3.3934,-3.3934,1
10:29:17.314815752,10:29:17.000000000,sh603988,-1.26978,-1.26978,1
10:29:19.984048851,10:29:20.000000000,sh603988,2.79714,2.79714,1
10:29:23.549135504,10:29:23.000000000,sh603988,4.6542,4.6542,1
10:29:26.437972636,10:29:26.000000000,sh603988,-2.42877,-2.42877,1
10:29:29.429484731,10:29:29.000000000,sh603988,1.5496299999999998,1.5496299999999998,1
10:29:32.438970459,10:29:32.000000000,sh603988,1.21544,1.21544,1
10:29:35.436282637,10:29:35.000000000,sh603988,-4.51494,-4.51494,1
10:29:38.105868227,10:29:38.000000000,sh603988,-3.22408,-3.22408,1
10:29:41.100548550,10:29:41.000000000,sh603988,-7.06221,-7.06221,1
10:29:43.924685011,10:29:43.000000000,sh603988,-7.79345,-7.79345,1
10:29:47.197155830,10:29:47.000000000,sh603988,-2.42178,-2.42178,1
10:29:50.188927526,10:29:50.000000000,sh603988,-9.18805,-9.18805,1
10:29:53.199116124,10:29:53.000000000,sh603988,-5.62161,-5.62161,1
10:29:56.375360215,10:29:56.000000000,sh603988,-1.62883,-1.62883,1
10:29:59.256695161,10:29:59.000000000,sh603988,-2.87397,-2.87397,1
10:30:03.185456225,10:30:03.000000000,sh603988,-0.527904,-0.527904,1
10:30:06.192168156,10:30:06.000000000,sh603988,-1.02016,-1.02016,1
10:30:09.187635245,10:30:09.000000000,sh603988,0.822865,0.822865,1
10:30:12.181905653,10:30:12.000000000,sh603988,-0.190581,-0.190581,1
10:30:15.193993530,10:30:15.000000000,sh603988,-3.72406,-3.72406,1
10:30:18.176695723,10:30:18.000000000,sh603988,-3.46501,-3.46501,1
10:30:21.188777342,10:30:21.000000000,sh603988,-9.16555,-9.16555,1
10:30:23.850408459,10:30:23.000000000,sh603988,-5.72679,-5.72679,1
10:30:26.847248853,10:30:26.000000000,sh603988,-9.38351,-9.38351,1
10:30:29.510098241,10:30:29.000000000,sh603988,-7.3813,-7.3813,1
10:30:32.246544281,10:30:32.000000000,sh603988,-2.5913,-2.5913,1
10:30:35.253896367,10:30:35.000000000,sh603988,-1.16303,-1.16303,1
10:30:38.105025279,10:30:38.000000000,sh603988,-5.81174,-5.81174,1
10:30:41.099769766,10:30:41.000000000,sh603988,-10.4777,-10.4777,1
10:30:44.112441892,10:30:44.000000000,sh603988,-13.0325,-13.0325,1
10:30:47.103583585,10:30:47.000000000,sh603988,-0.129343,-0.129343,1
10:30:50.223375396,10:30:50.000000000,sh603988,2.3721400000000004,2.3721400000000004,1
10:30:53.212442958,10:30:53.000000000,sh603988,-1.58215,-1.58215,1
10:30:56.226712629,10:30:56.000000000,sh603988,-4.06201,-4.06201,1
10:30:59.206098310,10:30:59.000000000,sh603988,-3.3839300000000003,-3.3839300000000003,1
10:31:02.215603622,10:31:02.000000000,sh603988,-4.51197,-4.51197,1
10:31:05.207659533,10:31:05.000000000,sh603988,-9.11743,-9.11743,1
10:31:10.906657226,10:31:10.000000000,sh603988,-9.67042,-9.67042,1
10:31:13.903315870,10:31:13.000000000,sh603988,-2.7648200000000003,-2.7648200000000003,1
10:31:17.333732815,10:31:17.000000000,sh603988,-1.97245,-1.97245,1
10:31:20.317645301,10:31:20.000000000,sh603988,-7.2020800000000005,-7.2020800000000005,1
10:31:22.991279407,10:31:23.000000000,sh603988,-4.68142,-4.68142,1
10:31:26.217718167,10:31:26.000000000,sh603988,-2.34777,-2.34777,1
10:31:29.213776124,10:31:29.000000000,sh603988,-5.0098400000000005,-5.0098400000000005,1
10:31:32.223429838,10:31:32.000000000,sh603988,-2.53334,-2.53334,1
10:31:35.221112822,10:31:35.000000000,sh603988,-3.54075,-3.54075,1
10:31:37.948599538,10:31:37.000000000,sh603988,-2.35753,-2.35753,1
10:31:40.617955492,10:31:40.000000000,sh603988,1.40486,1.40486,1
10:31:41.547272556,10:31:41.000000000,sh603988,1.01639,1.01639,1
10:31:44.256675125,10:31:44.000000000,sh603988,-2.2831900000000003,-2.2831900000000003,1
10:31:47.253898502,10:31:47.000000000,sh603988,-0.482949,-0.482949,1
10:31:50.253052861,10:31:50.000000000,sh603988,-2.69361,-2.69361,1
10:31:52.957063538,10:31:52.000000000,sh603988,-0.815829,-0.815829,1
10:31:55.906787477,10:31:55.000000000,sh603988,0.497287,0.497287,1
10:31:58.917078828,10:31:58.000000000,sh603988,0.627139,0.627139,1
10:32:01.893475301,10:32:01.000000000,sh603988,4.1856300000000015,4.1856300000000015,1
10:32:05.195375338,10:32:05.000000000,sh603988,5.93021,5.93021,1
10:32:10.023087301,10:32:10.000000000,sh603988,6.05636,6.05636,1
10:32:13.025001764,10:32:13.000000000,sh603988,6.04652,6.04652,1
10:32:16.018707264,10:32:16.000000000,sh603988,6.60597,6.60597,1
10:32:20.254673696,10:32:20.000000000,sh603988,7.4243,7.4243,1
10:32:23.261490292,10:32:23.000000000,sh603988,6.9446,6.9446,1
10:32:26.254162409,10:32:26.000000000,sh603988,3.08682,3.08682,1
10:32:29.401964235,10:32:29.000000000,sh603988,4.4566,4.4566,1
10:32:32.404437631,10:32:32.000000000,sh603988,2.83815,2.83815,1
10:32:35.058341753,10:32:35.000000000,sh603988,1.19899,1.19899,1
10:32:38.067675194,10:32:38.000000000,sh603988,0.460733,0.460733,1
10:32:40.722735108,10:32:40.000000000,sh603988,1.30318,1.30318,1
10:32:43.729718663,10:32:43.000000000,sh603988,0.382666,0.382666,1
10:32:46.732233911,10:32:46.000000000,sh603988,-4.04752,-4.04752,1
10:32:49.732612438,10:32:49.000000000,sh603988,-5.91836,-5.91836,1
10:32:52.726338169,10:32:52.000000000,sh603988,-0.866978,-0.866978,1
10:32:56.315275508,10:32:56.000000000,sh603988,4.32199,4.32199,1
10:32:59.329486547,10:32:59.000000000,sh603988,4.85088,4.85088,1
10:33:02.311465964,10:33:02.000000000,sh603988,2.15638,2.15638,1
10:33:04.983793679,10:33:05.000000000,sh603988,0.190943,0.190943,1
10:33:11.347253007,10:33:11.000000000,sh603988,2.18031,2.18031,1
10:33:14.456226113,10:33:14.000000000,sh603988,2.84581,2.84581,1
10:33:17.493842365,10:33:17.000000000,sh603988,6.646,6.646,1
10:33:20.449195471,10:33:20.000000000,sh603988,7.9306800000000015,7.9306800000000015,1
10:33:23.437622575,10:33:23.000000000,sh603988,2.19685,2.19685,1
10:33:26.371551068,10:33:26.000000000,sh603988,2.86827,2.86827,1
10:33:29.028689201,10:33:29.000000000,sh603988,8.01949,8.01949,1
10:33:31.931225975,10:33:31.000000000,sh603988,3.3932800000000003,3.3932800000000003,1
10:33:34.926317674,10:33:34.000000000,sh603988,6.993460000000002,6.993460000000002,1
10:33:37.923822978,10:33:37.000000000,sh603988,8.31108,8.31108,1
10:33:40.722192929,10:33:40.000000000,sh603988,10.493,10.493,1
10:33:44.418361506,10:33:44.000000000,sh603988,11.3358,11.3358,1
10:33:47.413496798,10:33:47.000000000,sh603988,14.7448,14.7448,1
10:33:50.416099338,10:33:50.000000000,sh603988,15.8288,15.8288,1
10:33:53.091863852,10:33:53.000000000,sh603988,16.7344,16.7344,1
10:33:56.082472375,10:33:56.000000000,sh603988,15.6323,15.6323,1
10:33:59.082169664,10:33:59.000000000,sh603988,15.3975,15.3975,1
10:34:02.078338691,10:34:02.000000000,sh603988,14.2315,14.2315,1
10:34:05.392123265,10:34:05.000000000,sh603988,17.3641,17.3641,1
10:34:08.392671098,10:34:08.000000000,sh603988,16.1374,16.1374,1
10:34:11.384602006,10:34:11.000000000,sh603988,14.6791,14.6791,1
10:34:14.399092541,10:34:14.000000000,sh603988,10.294,10.294,1
10:34:17.442500168,10:34:17.000000000,sh603988,7.37904,7.37904,1
10:34:20.443411714,10:34:20.000000000,sh603988,11.628,11.628,1
10:34:23.353467865,10:34:23.000000000,sh603988,8.60421,8.60421,1
10:34:27.083411786,10:34:27.000000000,sh603988,8.09446,8.09446,1
10:34:30.084525152,10:34:30.000000000,sh603988,9.29122,9.29122,1
10:34:33.082027520,10:34:33.000000000,sh603988,13.1248,13.1248,1
10:34:35.742990496,10:34:35.000000000,sh603988,9.89866,9.89866,1
10:34:38.751408911,10:34:38.000000000,sh603988,2.66056,2.66056,1
10:34:41.409160128,10:34:41.000000000,sh603988,0.466772,0.466772,1
10:34:43.530335611,10:34:43.000000000,sh603988,1.19554,1.19554,1
10:34:46.521215529,10:34:46.000000000,sh603988,3.03629,3.03629,1
10:34:49.546529350,10:34:49.000000000,sh603988,11.1481,11.1481,1
10:34:53.177034327,10:34:53.000000000,sh603988,9.2475,9.2475,1
10:34:56.179121101,10:34:56.000000000,sh603988,4.3777,4.3777,1
10:34:59.421723975,10:34:59.000000000,sh603988,-1.38785,-1.38785,1
10:35:02.415967413,10:35:02.000000000,sh603988,4.98029,4.98029,1
10:35:05.358475519,10:35:05.000000000,sh603988,6.03877,6.03877,1
10:35:08.363750994,10:35:08.000000000,sh603988,14.6661,14.6661,1
10:35:11.496217219,10:35:11.000000000,sh603988,12.9723,12.9723,1
10:35:14.957411919,10:35:15.000000000,sh603988,7.43645,7.43645,1
10:35:17.961292988,10:35:18.000000000,sh603988,4.2891,4.2891,1
10:35:20.963543992,10:35:21.000000000,sh603988,1.5607799999999998,1.5607799999999998,1
10:35:23.960714293,10:35:24.000000000,sh603988,2.50237,2.50237,1
10:35:26.962678196,10:35:27.000000000,sh603988,14.2122,14.2122,1
10:35:29.954915971,10:35:30.000000000,sh603988,11.0115,11.0115,1
10:35:32.676410672,10:35:32.000000000,sh603988,11.3887,11.3887,1
10:35:35.629474425,10:35:35.000000000,sh603988,5.6363900000000005,5.6363900000000005,1
10:35:38.291683450,10:35:38.000000000,sh603988,4.00534,4.00534,1
10:35:41.297315023,10:35:41.000000000,sh603988,-5.07477,-5.07477,1
10:35:43.969082763,10:35:44.000000000,sh603988,-7.39633,-7.39633,1
10:35:46.958060105,10:35:46.000000000,sh603988,8.42718,8.42718,1
10:35:49.966795912,10:35:49.000000000,sh603988,0.767413,0.767413,1
10:35:53.526411260,10:35:53.000000000,sh603988,-7.23793,-7.23793,1
10:35:56.519662296,10:35:56.000000000,sh603988,-9.70425,-9.70425,1
10:35:59.450351425,10:35:59.000000000,sh603988,-1.11716,-1.11716,1
10:36:02.447912815,10:36:02.000000000,sh603988,0.975956,0.975956,1
10:36:05.366693635,10:36:05.000000000,sh603988,1.8821900000000005,1.8821900000000005,1
10:36:08.362278897,10:36:08.000000000,sh603988,5.61014,5.61014,1
10:36:11.372797035,10:36:11.000000000,sh603988,0.957879,0.957879,1
10:36:14.363163040,10:36:14.000000000,sh603988,2.89133,2.89133,1
10:36:17.374881925,10:36:17.000000000,sh603988,4.63668,4.63668,1
10:36:20.373450968,10:36:20.000000000,sh603988,-3.30662,-3.30662,1
